Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
4996,UK,GBP,8,Weekend,Visa,Credit,1,0,66,12,0
1502,AU,AUD,18,Weekend,MasterCard,Credit,0,1,40,1,0
3081,Other,GBP,11,Weekday,Visa,Debit,1,0,55,9,0
9269,AU,GBP,10,Weekend,MasterCard,Credit,1,0,57,9,0
9293,CA,AUD,7,Weekday,Amex,Debit,1,1,67,5,1
503,AU,GBP,2,Weekday,MasterCard,Credit,1,0,25,3,0
9532,AU,AUD,18,Weekend,Amex,Debit,1,0,49,12,0
3886,Other,AUD,2,Weekend,Discover,Credit,0,1,57,0,1
8010,Other,CAD,2,Weekend,MasterCard,Credit,0,0,19,12,0
624,AU,USD,5,Weekend,Discover,Debit,1,0,65,5,0
1051,Other,GBP,10,Weekend,Amex,Debit,1,0,30,2,0
7386,AU,GBP,19,Weekend,Visa,Credit,1,0,44,11,0
6082,UK,USD,13,Weekend,Discover,Credit,1,0,63,12,0
5485,AU,USD,1,Weekday,MasterCard,Credit,1,0,24,3,0
3773,US,USD,11,Weekday,MasterCard,Credit,0,0,20,3,0
3917,Other,USD,15,Weekday,Discover,Credit,1,1,38,7,1
4019,Other,USD,2,Weekend,Discover,Credit,0,0,25,6,0
1330,CA,CAD,20,Weekday,Discover,Credit,1,0,18,8,0
4115,CA,AUD,15,Weekday,MasterCard,Credit,1,0,34,10,0
3368,US,USD,9,Weekend,Discover,Debit,0,0,43,6,0
8096,Other,CAD,19,Weekday,Discover,Debit,1,0,46,8,0
5142,Other,USD,4,Weekend,Amex,Debit,1,1,25,0,1
3952,CA,USD,12,Weekday,Discover,Debit,0,0,55,3,0
5085,CA,GBP,11,Weekend,Discover,Credit,1,0,68,11,0
1574,AU,GBP,0,Weekend,MasterCard,Credit,1,0,60,0,0
2635,Other,GBP,19,Weekend,MasterCard,Debit,1,0,25,5,0
2769,Other,GBP,10,Weekday,Visa,Credit,1,0,25,1,0
5303,AU,AUD,18,Weekend,MasterCard,Credit,1,0,42,9,0
6251,Other,AUD,14,Weekday,MasterCard,Debit,1,0,59,8,0
1212,US,GBP,17,Weekday,MasterCard,Debit,1,0,59,11,0
8968,CA,GBP,15,Weekend,MasterCard,Debit,1,0,62,3,0
5956,CA,USD,6,Weekday,Discover,Credit,1,0,44,10,0
1161,CA,USD,9,Weekday,Visa,Credit,0,0,39,3,0
5978,UK,GBP,15,Weekday,MasterCard,Debit,1,0,20,5,0
7042,US,GBP,16,Weekend,Discover,Debit,0,0,66,4,0
2384,US,GBP,6,Weekday,MasterCard,Debit,1,1,70,5,0
5877,AU,USD,10,Weekday,Visa,Debit,1,1,64,12,0
3541,UK,GBP,16,Weekday,Amex,Credit,0,0,55,11,0
4636,Other,GBP,4,Weekday,Amex,Debit,0,1,66,8,0
1096,US,AUD,0,Weekday,Visa,Credit,1,1,41,5,0
5902,UK,AUD,2,Weekday,Discover,Debit,0,0,50,5,0
8216,UK,USD,15,Weekend,Discover,Credit,1,1,52,12,1
1080,US,AUD,23,Weekend,Visa,Credit,0,1,57,3,0
8371,AU,USD,14,Weekend,Amex,Debit,0,0,46,6,0
2848,UK,CAD,3,Weekend,MasterCard,Credit,0,1,25,3,0
1961,CA,GBP,11,Weekday,Amex,Debit,0,1,28,4,0
1474,UK,USD,0,Weekday,MasterCard,Debit,1,0,33,3,0
4889,Other,AUD,16,Weekday,Visa,Debit,0,1,50,8,0
4980,US,CAD,23,Weekday,Visa,Credit,1,0,28,5,0
1213,Other,AUD,14,Weekend,Visa,Debit,1,1,46,9,1
5698,AU,USD,23,Weekend,Amex,Credit,0,0,66,5,0
9002,CA,CAD,19,Weekday,Visa,Debit,1,0,62,12,0
420,US,AUD,19,Weekday,Amex,Credit,0,1,41,4,0
3660,UK,CAD,9,Weekday,Discover,Debit,1,0,19,11,0
5284,CA,GBP,10,Weekend,MasterCard,Debit,1,0,22,8,0
9471,UK,GBP,17,Weekend,MasterCard,Credit,1,0,41,4,0
9633,AU,CAD,1,Weekend,MasterCard,Credit,1,0,70,11,0
1341,US,AUD,5,Weekday,Visa,Credit,1,0,61,11,0
5138,AU,AUD,15,Weekday,MasterCard,Debit,1,1,64,7,0
5190,AU,AUD,23,Weekday,Visa,Credit,1,0,24,5,0
1362,AU,GBP,6,Weekend,Amex,Credit,0,0,48,5,0
592,AU,USD,22,Weekend,Visa,Credit,0,1,47,11,0
527,UK,USD,18,Weekend,MasterCard,Credit,1,0,23,10,0
7856,Other,CAD,11,Weekday,Visa,Debit,1,0,22,2,0
1293,UK,AUD,17,Weekend,Visa,Credit,0,1,32,8,0
1655,CA,CAD,9,Weekday,Amex,Credit,0,1,44,9,0
188,AU,USD,6,Weekday,Visa,Debit,1,1,52,2,0
2759,CA,USD,3,Weekday,MasterCard,Debit,1,0,26,8,0
8721,UK,AUD,16,Weekend,Visa,Debit,0,0,40,11,0
8626,AU,CAD,16,Weekend,Discover,Credit,1,0,34,11,0
6432,UK,AUD,3,Weekend,Visa,Credit,0,0,70,1,0
6038,AU,USD,20,Weekend,Discover,Credit,0,0,40,12,0
9997,UK,USD,4,Weekend,MasterCard,Credit,1,0,63,7,0
8495,US,AUD,0,Weekend,Discover,Credit,1,1,56,10,1
4183,Other,CAD,18,Weekday,Discover,Debit,0,1,64,6,0
6974,Other,GBP,21,Weekend,Discover,Credit,1,0,46,2,0
438,AU,AUD,22,Weekend,Discover,Credit,1,0,56,6,0
833,US,USD,10,Weekday,Discover,Credit,1,0,62,7,0
8989,CA,GBP,0,Weekend,Visa,Credit,0,0,63,3,0
8752,US,AUD,7,Weekend,Amex,Credit,1,0,28,8,0
8954,AU,GBP,3,Weekday,Discover,Credit,1,1,67,7,1
5795,US,AUD,21,Weekend,MasterCard,Debit,1,0,30,9,0
3575,CA,USD,14,Weekday,MasterCard,Debit,0,0,29,1,0
3786,AU,AUD,16,Weekday,Visa,Debit,0,1,19,12,0
5221,Other,GBP,17,Weekday,Amex,Debit,0,0,59,12,0
7751,US,CAD,2,Weekend,Amex,Debit,1,0,28,5,0
6819,Other,USD,17,Weekday,Discover,Debit,1,0,65,0,0
685,Other,USD,6,Weekend,MasterCard,Credit,1,0,66,0,0
4234,UK,GBP,16,Weekday,MasterCard,Credit,1,0,31,9,0
578,CA,AUD,17,Weekend,Visa,Debit,1,0,39,11,0
8008,US,AUD,19,Weekday,Discover,Debit,0,1,38,0,0
228,Other,AUD,7,Weekend,MasterCard,Credit,0,0,62,6,0
2329,Other,USD,10,Weekend,Discover,Credit,0,0,66,6,0
2732,CA,USD,2,Weekend,Amex,Debit,0,0,54,0,0
9020,Other,GBP,6,Weekend,Discover,Debit,0,0,53,4,0
431,Other,AUD,14,Weekend,Discover,Debit,1,0,42,4,0
9256,Other,AUD,9,Weekend,Visa,Credit,1,0,60,5,1
1710,Other,GBP,11,Weekend,Visa,Debit,1,0,66,12,0
5783,UK,USD,11,Weekend,Amex,Debit,1,0,20,3,0
1235,UK,USD,18,Weekend,Amex,Debit,1,0,19,1,0
8494,AU,CAD,18,Weekday,Discover,Debit,1,0,44,3,0
5206,US,CAD,14,Weekday,MasterCard,Credit,1,0,50,4,0
1421,CA,AUD,20,Weekday,Discover,Debit,1,1,35,10,0
769,AU,USD,20,Weekday,Amex,Credit,0,0,65,2,0
6035,UK,AUD,4,Weekday,Visa,Credit,1,1,28,1,0
9597,UK,USD,12,Weekend,Visa,Debit,0,0,24,12,0
8636,UK,CAD,8,Weekday,Amex,Debit,0,0,54,5,0
3105,AU,GBP,21,Weekday,Discover,Credit,1,1,67,12,1
4356,UK,USD,22,Weekday,MasterCard,Credit,0,0,53,11,0
3306,AU,CAD,9,Weekday,Visa,Credit,1,0,44,9,0
1539,UK,CAD,7,Weekend,Discover,Credit,1,0,39,3,0
1332,Other,USD,8,Weekend,MasterCard,Credit,1,0,48,6,0
8169,Other,AUD,5,Weekday,Amex,Debit,1,0,57,5,0
6940,US,USD,23,Weekday,Discover,Debit,1,0,23,7,0
8262,UK,CAD,17,Weekday,MasterCard,Debit,1,0,70,4,0
5559,US,USD,9,Weekday,Discover,Credit,0,0,70,5,0
5945,AU,GBP,23,Weekend,Visa,Credit,1,0,50,8,0
7127,US,AUD,14,Weekend,Amex,Credit,1,0,24,10,0
481,UK,USD,12,Weekend,Visa,Credit,1,0,23,4,0
5264,AU,CAD,10,Weekday,Visa,Debit,1,1,18,8,0
4095,AU,CAD,1,Weekend,Discover,Debit,0,0,56,2,0
6168,Other,AUD,7,Weekday,Amex,Credit,1,0,63,8,0
2794,AU,USD,17,Weekend,Discover,Credit,0,1,55,1,0
2893,AU,CAD,2,Weekend,MasterCard,Debit,0,0,59,7,0
1199,US,AUD,22,Weekday,Amex,Debit,0,0,67,0,0
8012,AU,GBP,2,Weekend,Visa,Debit,0,0,65,8,0
2373,CA,AUD,20,Weekend,Visa,Credit,0,0,61,6,0
1893,Other,USD,6,Weekday,Visa,Debit,1,0,46,9,0
5791,Other,USD,17,Weekend,Discover,Credit,0,0,28,0,0
1884,AU,CAD,20,Weekend,Discover,Debit,1,0,45,10,0
5468,US,GBP,20,Weekday,Discover,Debit,1,0,57,0,0
798,Other,USD,8,Weekend,Amex,Debit,1,1,32,7,1
8210,Other,CAD,17,Weekday,Amex,Credit,1,0,47,8,0
8236,CA,AUD,0,Weekday,Amex,Credit,0,0,40,1,0
155,AU,AUD,3,Weekday,Amex,Debit,1,0,29,2,0
4963,Other,USD,3,Weekday,MasterCard,Credit,0,0,45,1,0
4081,Other,GBP,16,Weekday,Visa,Debit,1,0,48,0,0
8051,Other,CAD,22,Weekday,Discover,Credit,1,0,47,1,0
5948,Other,USD,1,Weekday,Discover,Debit,1,1,56,7,1
9618,US,CAD,14,Weekday,MasterCard,Credit,1,0,33,1,0
4321,UK,AUD,12,Weekday,Visa,Credit,0,1,47,8,0
1893,CA,CAD,8,Weekday,Visa,Debit,0,0,21,0,0
9090,US,AUD,6,Weekday,MasterCard,Debit,0,0,50,5,0
3425,CA,GBP,11,Weekday,Amex,Credit,1,0,50,5,0
9451,Other,GBP,11,Weekday,Visa,Debit,0,0,45,5,0
2016,CA,AUD,13,Weekend,Amex,Debit,0,0,38,6,0
6674,AU,USD,22,Weekday,MasterCard,Debit,1,1,32,12,0
6033,AU,AUD,14,Weekday,Discover,Debit,1,0,43,0,0
4834,UK,CAD,0,Weekday,Discover,Credit,0,0,31,8,0
9895,UK,CAD,8,Weekend,Discover,Debit,1,0,32,12,0
9066,CA,CAD,15,Weekday,Discover,Credit,1,0,19,10,0
566,US,USD,8,Weekend,Visa,Credit,0,0,33,4,0
7413,US,GBP,15,Weekday,Amex,Credit,0,0,54,7,0
2019,Other,GBP,1,Weekend,Discover,Credit,1,0,28,1,0
2315,US,CAD,9,Weekend,Discover,Debit,1,0,28,12,0
4413,UK,USD,17,Weekend,Discover,Credit,0,0,50,4,0
3884,US,CAD,12,Weekend,MasterCard,Debit,1,0,19,6,0
8217,Other,GBP,1,Weekend,Visa,Debit,1,1,50,2,1
6740,AU,AUD,12,Weekday,MasterCard,Credit,1,0,20,11,0
9330,US,CAD,23,Weekday,Amex,Debit,0,0,37,6,0
7903,US,CAD,2,Weekday,Discover,Credit,0,0,50,6,0
1190,UK,CAD,14,Weekend,Visa,Debit,0,1,43,10,0
7157,CA,GBP,2,Weekend,Visa,Debit,0,0,66,12,0
7343,AU,USD,22,Weekend,Visa,Debit,0,0,51,9,0
6885,CA,AUD,9,Weekend,MasterCard,Credit,1,0,31,1,0
3158,Other,AUD,5,Weekday,MasterCard,Credit,0,0,69,7,0
5521,Other,AUD,22,Weekend,MasterCard,Credit,1,0,46,11,0
1742,CA,CAD,21,Weekday,MasterCard,Debit,1,0,19,8,0
3689,UK,GBP,13,Weekend,Amex,Credit,1,1,67,5,1
7486,UK,AUD,8,Weekend,Discover,Debit,1,0,25,5,0
5370,UK,CAD,17,Weekend,Discover,Debit,1,1,44,7,0
5645,AU,USD,7,Weekend,MasterCard,Debit,1,1,25,4,1
9090,Other,CAD,5,Weekend,MasterCard,Debit,1,1,24,0,1
4024,Other,AUD,14,Weekday,MasterCard,Credit,1,0,28,9,0
717,Other,AUD,13,Weekend,Amex,Credit,1,0,69,8,0
3968,AU,USD,14,Weekday,Amex,Debit,0,0,56,2,0
7424,Other,GBP,19,Weekday,Visa,Debit,0,1,47,6,1
6451,CA,USD,5,Weekend,Discover,Debit,1,0,56,5,0
3216,US,USD,21,Weekend,MasterCard,Credit,1,0,66,10,0
7826,AU,AUD,11,Weekend,Visa,Debit,1,0,64,3,0
391,US,AUD,9,Weekend,Discover,Credit,0,1,38,6,0
9892,CA,GBP,18,Weekend,Visa,Credit,0,1,38,8,1
3038,UK,AUD,7,Weekend,Amex,Credit,1,0,24,3,0
233,UK,USD,4,Weekday,Amex,Debit,0,0,37,10,0
3132,UK,USD,9,Weekday,Visa,Credit,0,0,66,5,0
7635,AU,GBP,10,Weekend,Visa,Credit,1,0,68,2,0
234,UK,AUD,19,Weekend,Discover,Credit,0,0,31,11,0
1392,AU,AUD,13,Weekday,MasterCard,Credit,1,0,37,2,0
9448,AU,USD,13,Weekday,Discover,Credit,0,0,22,6,0
890,US,USD,1,Weekday,Discover,Debit,0,0,48,8,0
7903,UK,AUD,16,Weekend,Amex,Debit,1,0,29,12,0
746,Other,CAD,14,Weekday,Amex,Credit,1,0,29,4,0
9912,UK,USD,22,Weekend,Visa,Debit,0,0,19,2,0
428,UK,USD,2,Weekend,Amex,Credit,0,0,43,12,0
732,UK,USD,2,Weekday,Discover,Debit,1,0,21,12,0
800,Other,GBP,2,Weekday,Visa,Debit,1,0,47,12,0
6508,Other,AUD,2,Weekday,Visa,Credit,1,0,51,5,0
7026,AU,AUD,17,Weekend,Amex,Credit,0,1,54,7,1
9028,Other,AUD,5,Weekend,MasterCard,Debit,1,0,37,10,0
7625,AU,USD,13,Weekday,Amex,Debit,0,1,19,12,0
8327,US,AUD,2,Weekend,Visa,Debit,1,0,62,11,0
5384,AU,AUD,0,Weekday,Visa,Credit,0,0,52,3,0
6208,UK,AUD,9,Weekend,MasterCard,Credit,0,0,32,6,0
2539,CA,GBP,12,Weekday,Discover,Debit,1,0,68,6,0
3719,CA,GBP,8,Weekend,Visa,Credit,0,0,65,4,0
8233,UK,USD,21,Weekday,MasterCard,Debit,0,0,31,9,0
3368,AU,AUD,21,Weekend,Discover,Credit,0,0,53,1,0
5009,UK,USD,1,Weekend,Amex,Credit,1,0,66,3,0
5230,Other,USD,9,Weekend,MasterCard,Credit,1,0,70,11,0
7389,AU,USD,11,Weekday,Discover,Debit,1,0,47,4,0
2416,UK,USD,18,Weekend,Visa,Debit,1,0,61,2,0
7172,Other,USD,2,Weekend,Visa,Debit,0,0,44,3,0
2950,Other,USD,18,Weekday,MasterCard,Credit,1,0,19,12,0
4262,AU,GBP,0,Weekday,Amex,Credit,1,0,38,11,0
5146,US,CAD,14,Weekend,MasterCard,Debit,1,1,69,11,1
3467,US,GBP,22,Weekend,Visa,Debit,0,0,31,12,0
3089,Other,USD,12,Weekday,Discover,Credit,0,0,44,4,0
1116,US,CAD,6,Weekend,Amex,Credit,0,0,38,0,0
4579,Other,CAD,1,Weekend,Discover,Credit,0,1,40,2,1
2591,US,AUD,21,Weekday,MasterCard,Credit,0,1,52,8,0
7373,Other,USD,19,Weekday,MasterCard,Credit,1,1,65,8,1
3574,Other,USD,10,Weekday,Discover,Credit,0,0,25,8,0
2979,Other,GBP,22,Weekend,Discover,Debit,1,0,29,8,0
9423,Other,CAD,15,Weekend,Discover,Credit,0,0,45,8,0
7314,CA,CAD,13,Weekday,MasterCard,Debit,1,0,58,3,0
7023,US,USD,22,Weekday,Discover,Credit,0,1,50,6,0
4976,Other,AUD,14,Weekend,Visa,Credit,0,0,50,0,0
4926,UK,USD,19,Weekday,Discover,Debit,0,1,26,4,0
8048,AU,CAD,18,Weekend,Visa,Credit,0,0,32,10,0
8091,UK,AUD,6,Weekday,Visa,Debit,0,0,27,1,0
8052,UK,AUD,8,Weekday,Discover,Debit,1,0,66,9,0
5293,CA,CAD,3,Weekend,Amex,Debit,0,0,19,3,0
6646,US,USD,5,Weekend,Amex,Credit,1,0,20,8,0
5404,CA,USD,22,Weekday,Amex,Debit,0,1,40,4,0
3431,US,USD,9,Weekend,Visa,Debit,0,0,27,1,0
1996,Other,GBP,2,Weekend,Amex,Credit,1,1,36,0,1
6031,CA,GBP,20,Weekday,Amex,Debit,1,1,58,1,1
3892,AU,AUD,0,Weekend,Discover,Debit,1,0,35,9,0
7146,US,USD,5,Weekend,MasterCard,Credit,1,0,52,0,0
8499,CA,GBP,4,Weekend,Visa,Debit,0,1,58,2,0
9555,AU,AUD,22,Weekend,MasterCard,Credit,0,0,60,10,0
2103,UK,CAD,14,Weekday,Visa,Debit,1,1,26,7,0
3031,Other,CAD,10,Weekday,Visa,Credit,1,0,48,11,0
8525,Other,USD,19,Weekday,Amex,Debit,1,0,47,6,0
8108,UK,CAD,12,Weekday,Discover,Debit,0,1,54,12,0
243,CA,CAD,5,Weekday,MasterCard,Credit,0,0,69,0,0
1885,UK,CAD,4,Weekend,MasterCard,Debit,0,0,67,9,0
8016,AU,AUD,1,Weekend,Amex,Debit,1,0,29,2,0
9625,US,CAD,16,Weekend,MasterCard,Debit,1,0,34,6,0
6748,CA,CAD,23,Weekday,MasterCard,Credit,1,0,44,4,0
8495,US,AUD,11,Weekday,Visa,Credit,1,0,38,5,0
4331,UK,GBP,11,Weekday,Discover,Credit,0,0,66,4,0
7864,Other,AUD,21,Weekend,Discover,Debit,1,0,65,7,0
3110,US,GBP,13,Weekend,MasterCard,Credit,1,0,44,0,0
2187,US,AUD,6,Weekend,MasterCard,Debit,1,0,31,6,0
1551,Other,USD,21,Weekday,Visa,Credit,1,0,58,8,0
9985,US,CAD,13,Weekday,Amex,Credit,1,0,30,8,0
647,US,GBP,6,Weekend,Visa,Credit,1,0,20,2,0
6145,Other,AUD,8,Weekend,Amex,Credit,1,0,41,3,0
4657,Other,GBP,13,Weekend,Amex,Debit,1,0,49,3,0
8905,UK,GBP,20,Weekday,Visa,Credit,0,0,54,7,0
538,UK,CAD,16,Weekday,Discover,Debit,0,0,25,11,0
6573,US,GBP,16,Weekend,Visa,Credit,0,0,52,6,0
235,CA,AUD,20,Weekend,Amex,Debit,1,1,40,7,0
9697,UK,USD,12,Weekday,Discover,Debit,1,0,33,4,0
6540,UK,USD,17,Weekend,Discover,Credit,1,0,53,12,0
1375,CA,CAD,18,Weekend,Visa,Debit,1,1,26,2,0
1910,CA,AUD,16,Weekday,Discover,Debit,0,0,56,8,0
9108,Other,AUD,5,Weekend,Discover,Credit,1,0,35,8,1
7219,UK,USD,11,Weekend,Visa,Credit,1,1,66,9,1
81,AU,AUD,5,Weekend,MasterCard,Credit,1,1,48,9,0
2084,AU,GBP,2,Weekday,Discover,Debit,1,0,55,1,0
1691,US,CAD,14,Weekend,Visa,Credit,1,0,59,7,0
757,UK,USD,2,Weekend,Visa,Credit,1,0,54,12,0
2671,AU,CAD,22,Weekday,MasterCard,Debit,1,0,64,11,0
3752,UK,GBP,14,Weekend,Discover,Credit,1,0,51,2,0
8660,UK,USD,0,Weekend,Amex,Credit,0,0,64,11,0
5262,AU,AUD,20,Weekday,Amex,Debit,1,0,58,8,0
6853,UK,AUD,2,Weekend,Discover,Credit,1,0,23,1,0
1495,CA,GBP,4,Weekend,Discover,Debit,0,0,53,11,0
5741,US,USD,13,Weekend,Visa,Credit,1,0,31,8,0
9212,Other,CAD,3,Weekday,Visa,Debit,1,0,58,1,0
8056,AU,USD,21,Weekend,Amex,Debit,1,1,41,6,1
902,Other,AUD,8,Weekday,Discover,Credit,0,1,50,6,0
673,US,USD,17,Weekday,Visa,Credit,1,1,68,7,0
8631,CA,USD,9,Weekday,Amex,Debit,0,0,59,11,0
445,CA,AUD,7,Weekday,Amex,Debit,1,0,67,3,0
9158,CA,AUD,12,Weekday,MasterCard,Debit,1,1,36,3,0
8656,CA,CAD,1,Weekday,Discover,Credit,1,0,46,7,0
2199,AU,USD,19,Weekday,MasterCard,Debit,0,0,70,5,0
2288,AU,AUD,19,Weekend,Visa,Debit,1,0,23,5,0
4009,UK,GBP,6,Weekend,Visa,Credit,1,0,20,9,0
9105,UK,AUD,10,Weekday,Amex,Credit,1,0,35,4,0
497,US,CAD,4,Weekend,Visa,Debit,1,1,38,9,0
1464,UK,CAD,17,Weekend,MasterCard,Debit,1,0,46,2,0
6829,US,GBP,7,Weekend,Discover,Debit,1,0,69,1,0
4254,US,CAD,9,Weekday,Amex,Credit,0,0,70,7,0
494,US,USD,1,Weekend,Amex,Credit,1,1,59,11,1
5066,CA,CAD,2,Weekday,Visa,Debit,1,1,69,0,0
5431,Other,GBP,22,Weekday,Amex,Credit,1,0,53,0,0
1427,Other,CAD,4,Weekend,Amex,Credit,1,0,48,11,0
9885,AU,GBP,15,Weekday,Discover,Credit,1,0,25,4,0
1794,US,CAD,9,Weekday,Amex,Credit,0,0,49,4,0
2724,CA,AUD,10,Weekday,Discover,Credit,1,0,33,1,0
659,UK,GBP,18,Weekend,MasterCard,Credit,0,1,39,9,0
4762,UK,CAD,15,Weekend,Amex,Debit,1,0,19,6,0
7631,AU,USD,11,Weekend,MasterCard,Debit,0,0,68,0,0
8742,AU,GBP,1,Weekday,Discover,Credit,0,0,32,3,0
8835,US,GBP,10,Weekend,Amex,Debit,1,0,57,3,0
4351,US,CAD,21,Weekend,Visa,Debit,1,0,34,1,0
208,UK,AUD,0,Weekend,Visa,Debit,1,0,30,2,0
4191,UK,AUD,23,Weekday,Amex,Credit,0,1,52,1,0
1884,UK,CAD,4,Weekday,Discover,Credit,0,1,42,5,0
2887,UK,CAD,20,Weekend,Visa,Debit,1,0,27,1,0
478,Other,USD,13,Weekday,MasterCard,Debit,0,0,62,12,0
8954,US,CAD,17,Weekend,Discover,Debit,1,0,28,6,0
8382,US,GBP,6,Weekend,Discover,Debit,1,0,50,5,0
6855,UK,CAD,4,Weekday,Amex,Debit,1,0,31,9,0
756,CA,USD,7,Weekday,MasterCard,Debit,1,1,51,1,0
9639,UK,CAD,20,Weekday,Discover,Credit,0,0,39,2,0
4932,AU,CAD,14,Weekday,Amex,Debit,0,1,61,7,0
9856,CA,GBP,4,Weekday,MasterCard,Credit,1,0,21,0,0
5725,AU,AUD,12,Weekday,Discover,Debit,1,0,61,8,0
4151,CA,CAD,18,Weekend,Visa,Debit,1,0,43,1,0
4061,AU,USD,1,Weekend,MasterCard,Debit,1,0,18,7,0
4766,UK,CAD,4,Weekday,Discover,Credit,1,0,27,7,0
3613,UK,CAD,4,Weekday,MasterCard,Credit,1,0,53,7,0
6554,CA,GBP,5,Weekend,Visa,Debit,1,0,19,3,0
7379,AU,AUD,15,Weekend,Discover,Credit,1,0,46,1,0
1690,Other,AUD,1,Weekday,Visa,Credit,1,0,42,12,0
1317,CA,AUD,4,Weekday,Amex,Credit,0,0,40,10,0
7131,CA,CAD,14,Weekend,Amex,Debit,0,1,47,1,0
3187,US,GBP,0,Weekend,Discover,Debit,0,0,42,6,0
5790,CA,GBP,18,Weekend,Discover,Debit,0,0,30,0,0
1146,Other,CAD,2,Weekend,MasterCard,Credit,1,1,57,1,1
4395,UK,GBP,18,Weekend,Discover,Credit,0,0,51,2,0
7943,AU,AUD,14,Weekday,Amex,Debit,1,1,52,6,1
7549,US,GBP,2,Weekend,Discover,Debit,0,0,32,10,0
561,AU,CAD,7,Weekday,MasterCard,Credit,0,0,56,11,0
1913,UK,CAD,14,Weekend,Amex,Debit,1,0,59,7,0
1865,CA,USD,0,Weekday,Discover,Debit,1,0,37,3,0
297,Other,USD,5,Weekend,Visa,Debit,1,1,60,3,0
2410,US,GBP,21,Weekday,Visa,Debit,0,0,39,9,0
7631,Other,GBP,16,Weekend,Visa,Credit,1,0,42,0,0
1462,Other,CAD,15,Weekday,Visa,Debit,1,0,31,12,0
4293,Other,USD,12,Weekend,MasterCard,Debit,1,1,36,0,1
2269,Other,USD,0,Weekday,Visa,Credit,1,1,63,6,1
995,UK,AUD,2,Weekday,Visa,Credit,0,0,39,10,0
6555,Other,AUD,23,Weekday,Discover,Debit,0,0,40,8,0
8,Other,CAD,5,Weekday,Visa,Debit,0,0,18,1,0
2516,UK,CAD,19,Weekend,Visa,Credit,0,1,56,11,0
1418,AU,CAD,20,Weekend,Discover,Debit,1,0,47,8,0
2317,UK,CAD,2,Weekday,Amex,Credit,1,1,22,10,1
7359,CA,USD,14,Weekend,MasterCard,Debit,0,0,47,6,0
3933,UK,CAD,14,Weekday,MasterCard,Debit,1,0,24,10,0
6205,AU,CAD,10,Weekend,Amex,Debit,1,0,30,7,0
1288,CA,USD,21,Weekend,Discover,Debit,1,0,48,4,0
1119,CA,AUD,5,Weekday,Amex,Debit,0,0,24,0,0
8745,US,CAD,5,Weekend,MasterCard,Debit,0,0,46,7,0
7638,Other,AUD,8,Weekday,MasterCard,Credit,1,0,68,9,0
661,CA,USD,13,Weekend,Amex,Credit,1,0,42,2,0
8908,CA,AUD,10,Weekend,Visa,Debit,1,0,30,4,0
6923,AU,USD,23,Weekend,MasterCard,Credit,1,0,65,6,0
8105,CA,CAD,5,Weekday,Amex,Credit,1,1,70,6,1
6338,AU,AUD,17,Weekend,Visa,Credit,1,0,32,6,0
2530,Other,CAD,19,Weekday,Visa,Debit,0,0,68,10,0
3971,US,GBP,14,Weekday,Discover,Credit,0,0,47,12,0
3408,US,GBP,21,Weekend,Amex,Credit,1,1,24,10,1
9651,Other,AUD,8,Weekday,MasterCard,Credit,1,0,22,1,0
9047,Other,USD,10,Weekend,Discover,Debit,0,1,31,1,1
7417,UK,AUD,1,Weekday,MasterCard,Debit,1,0,47,2,0
4761,CA,USD,5,Weekend,Visa,Credit,1,0,40,5,0
1898,CA,GBP,22,Weekday,Amex,Debit,0,0,33,11,0
6365,CA,USD,13,Weekday,Visa,Debit,0,0,41,9,0
8465,AU,GBP,13,Weekday,Visa,Debit,0,0,60,1,0
4088,UK,AUD,23,Weekday,Visa,Debit,0,0,38,12,0
9465,CA,CAD,12,Weekend,Amex,Credit,1,0,60,6,0
4375,AU,CAD,4,Weekend,Discover,Debit,0,0,47,12,0
7608,AU,CAD,8,Weekday,MasterCard,Credit,0,1,29,8,0
4020,US,USD,10,Weekday,Visa,Credit,0,0,70,8,0
816,AU,CAD,6,Weekday,MasterCard,Debit,1,1,62,1,0
7256,Other,USD,1,Weekday,MasterCard,Debit,1,0,57,7,0
923,AU,CAD,23,Weekend,Discover,Debit,1,0,47,7,0
4868,Other,USD,11,Weekend,Amex,Credit,1,0,55,7,0
1265,Other,USD,4,Weekend,MasterCard,Debit,1,0,39,1,0
3725,US,GBP,23,Weekday,Discover,Debit,1,1,19,2,0
2723,US,GBP,1,Weekend,MasterCard,Debit,0,0,40,3,0
5356,AU,AUD,13,Weekend,Visa,Credit,0,0,59,10,0
2551,US,GBP,6,Weekday,Discover,Debit,1,0,40,5,0
5320,US,USD,4,Weekend,Amex,Credit,1,0,39,1,0
6687,CA,GBP,3,Weekday,Amex,Debit,1,0,47,4,0
1674,AU,GBP,9,Weekday,Visa,Debit,1,0,44,8,0
4588,AU,GBP,15,Weekday,Visa,Debit,1,0,51,5,0
5354,AU,USD,5,Weekday,MasterCard,Debit,0,0,28,11,0
6858,US,USD,20,Weekday,Discover,Credit,1,0,46,12,0
1667,US,AUD,5,Weekday,Discover,Credit,1,0,54,7,0
4512,Other,GBP,8,Weekday,Discover,Credit,1,1,23,1,1
6173,UK,GBP,0,Weekend,Discover,Credit,1,0,33,3,0
